Período/Exercício;Sociedade;ContaInterna;Prazo;Moeda;Saldo
0FISCPER;0COMPANY;CA_CINTER;CA_PRAZO;0CURKEY_GC;0CS_TRN_GC
012024;3003;42476051;90;BRL;-976350282,48
012024;3003;13254435;90;USD;-486229216,21
012024;3003;39843521;360;BRL;-288756145,02
012024;3003;75152918;30;BRL;-798161543,98
012024;3003;74094283;90;BRL;-474302351,24
012024;3003;66806644;360;BRL;-790861895,26
012024;3003;43790895;1;USD;821405979,37
012024;3003;97751536;360;USD;-621882305,05
012024;3003;85217705;360;EUR;-250017044,62
012024;3003;61909030;90;EUR;-327619844,05
012024;3003;59235433;1;EUR;150874756,26
012024;3003;72287701;180;EUR;-624127487,03
012024;3003;30513084;60;EUR;759514248,21
012024;3003;22946284;90;USD;-968998185,42
012024;3003;71998003;180;EUR;-912916381,01
012024;3003;12313919;30;BRL;21584595,53
012024;3003;26803923;60;EUR;-514924959,08
012024;3003;32315271;180;BRL;-667393487,85
012024;3003;17580182;60;USD;-455527816,02
012024;3003;78974499;360;EUR;681615221,22
012024;3003;47457707;90;USD;-23089350,63
012024;3003;24336030;180;BRL;362274513,58
012024;3003;53662030;1;USD;-609177599,56
012024;3003;24953927;1;BRL;-851769891,83
012024;3003;56252677;1;USD;-876776365,60
012024;3003;21670691;360;EUR;-833812974,08
012024;3003;85872940;30;BRL;-829592662,01
012024;3003;27358980;180;USD;779835,89
012024;3003;58596664;90;USD;-4329980,29
012024;3003;75646026;60;BRL;-960992034,77
012024;3003;56402490;90;EUR;-82623146,33
012024;3003;64897769;1;USD;-770195069,18
012024;3003;17443026;60;USD;540817204,36
012024;3003;63248738;180;EUR;-942672641,91
012024;3003;95322343;180;USD;747622937,73
012024;3003;93986275;180;EUR;337037260,39
012024;3003;26932780;180;EUR;-625328230,12
012024;3003;10306239;30;USD;623831017,81
012024;3003;96083268;180;EUR;-363099018,85
012024;3003;96814963;180;EUR;-433508002,38
012024;3003;15615965;60;BRL;-426099789,19
012024;3003;63220203;30;BRL;-514339112,21
012024;3003;53400698;60;USD;167019850,99
012024;3003;13792501;360;BRL;825296772,15
012024;3003;81924960;30;BRL;648117444,02
012024;3003;44036117;180;BRL;-359366737,72
012024;3003;81688742;30;BRL;672012358,32
012024;3003;46250402;180;EUR;-34514414,09
012024;3003;20258740;360;BRL;92204142,31
012024;3003;87956702;360;EUR;-713919781,65
012024;3003;92387850;90;BRL;264566220,74
012024;3003;47234331;1;BRL;-918714422,39
012024;3003;46986250;180;USD;-508575527,92
012024;3003;24052061;1;USD;831459336,12
012024;3003;16818616;180;BRL;624840908,09
012024;3003;20029739;360;USD;-641332996,15
012024;3003;69573957;90;EUR;-875162758,59
012024;3003;12742539;1;EUR;-535432496,96
012024;3003;99167381;60;USD;-162394896,61
012024;3003;33641316;60;USD;-552815460,89
012024;3003;90277684;180;USD;810992145,86
012024;3003;84507276;360;BRL;65027835,62
012024;3003;14501100;30;USD;-739813557,31
012024;3003;31095799;30;EUR;-257514765,53
012024;3003;75322328;180;EUR;-895540884,75
012024;3003;53791212;360;BRL;667475981,19
012024;3003;35898437;360;EUR;962043361,19
012024;3003;54516830;1;USD;-983775974,25
012024;3003;74529645;90;EUR;273686773,73
012024;3003;94212348;360;BRL;-729870534,56
012024;3003;61738031;30;USD;172269231,74
012024;3003;34987974;90;USD;761422171,96
012024;3003;11113512;180;USD;-808773631,27
012024;3003;85593010;90;USD;182767716,27
012024;3003;88339017;1;EUR;66466446,33
012024;3003;19375231;1;USD;387824340,11
012024;3003;97836251;30;USD;505530740,77
012024;3003;47943181;60;EUR;-350152146,82
012024;3003;33367150;30;USD;-305399489,97
012024;3003;97532958;1;EUR;795384772,42
012024;3003;58379365;360;USD;-716769526,23
012024;3003;61018828;30;USD;-193714313,40
012024;3003;83047332;360;BRL;285744207,33
012024;3003;50511014;60;USD;-721381919,78
012024;3003;37387221;1;USD;-660115186,95
012024;3003;55907710;1;BRL;-328881697,33
012024;3003;44248178;360;EUR;-274170238,62
012024;3003;92031690;360;BRL;-764180177,46
012024;3003;80952463;360;USD;601703737,68
012024;3003;68009506;60;USD;534232498,04
012024;3003;45091241;1;BRL;446782627,62
012024;3003;48795451;30;BRL;696069528,79
012024;3003;56373905;90;USD;-379007439,23
012024;3003;11172624;1;EUR;-808473405,67
012024;3003;87915219;90;EUR;-315233291,54
012024;3003;98389726;90;EUR;709118977,86
012024;3003;82195757;180;BRL;-574548603,54
012024;3003;42565009;30;BRL;-537970164,84
012024;3003;52338750;1;BRL;669915443,40
012024;3003;24029256;90;EUR;-662073410,61
012024;3003;83101012;90;EUR;935808039,72
012024;3003;39277563;1;EUR;260588145,03
012024;3003;48696483;90;USD;-62035507,53
012024;3003;10648832;180;EUR;-837472223,90
012024;3003;25268051;90;BRL;282449228,07
012024;3003;81217932;90;EUR;88216762,00
012024;3003;29575892;1;BRL;-637069022,00
012024;3003;37071894;1;EUR;-6208785,80
012024;3003;83238747;360;BRL;-680188956,55
012024;3003;20571665;180;EUR;986422142,77
012024;3003;24218910;30;EUR;-179251271,87
012024;3003;97816293;60;BRL;491486758,05
012024;3003;75990777;180;EUR;805484739,28
012024;3003;98778535;30;EUR;32183055,79
012024;3003;66054913;360;EUR;100992088,25
012024;3003;22758616;30;USD;303507954,03
012024;3003;24513256;360;BRL;-605145899,22
012024;3003;88323523;60;EUR;-671137790,79
012024;3003;27886461;180;EUR;352550323,73
012024;3003;16743487;360;USD;-760911350,52
012024;3003;10284446;360;BRL;287682967,85
012024;3003;35859108;30;BRL;-796253675,92
012024;3003;26350416;30;USD;169975593,55
012024;3003;84849954;90;BRL;623322653,17
012024;3003;74478466;360;BRL;692157184,80
012024;3003;38154746;360;EUR;-526627332,79
012024;3003;86873486;60;USD;658554953,01
012024;3003;18065642;1;BRL;902039511,10
012024;3003;81426403;90;BRL;-90469982,16
012024;3003;65075911;360;BRL;506066591,26
012024;3003;76678523;90;BRL;311035569,97
012024;3003;99417100;1;USD;441664134,82
012024;3003;14267028;360;BRL;-674090238,59
012024;3003;71693026;30;USD;-560910025,39
012024;3003;19030149;30;BRL;-962853204,86
012024;3003;65335273;90;EUR;-986598369,24
012024;3003;43590077;90;USD;-626109170,81
012024;3003;66756409;60;BRL;311708924,08
012024;3003;19156606;1;EUR;827872656,68
012024;3003;39922456;180;EUR;772508681,12
012024;3003;84825338;90;EUR;899969788,48
012024;3003;59201522;1;BRL;-484802515,29
012024;3003;61928397;360;USD;-499485337,39
012024;3003;24654738;360;BRL;98083397,17
012024;3003;93062562;180;BRL;348967105,39
012024;3003;52045550;90;USD;424540887,19
012024;3003;80571058;360;USD;-425396406,03
012024;3003;97815761;180;BRL;-348342109,33
012024;3003;31112714;30;BRL;-558680555,29
012024;3003;61145283;30;EUR;641029382,55
012024;3003;55921914;1;BRL;79498085,90
012024;3003;67583930;360;BRL;-384163156,47
012024;3003;43360151;360;BRL;125544090,29
012024;3003;33336705;1;BRL;944803476,98
012024;3003;90188439;360;USD;825449057,43
012024;3003;56643696;1;BRL;344480822,57
012024;3003;93806558;180;USD;156379024,64
012024;3003;79524151;90;USD;499581510,57
012024;3003;72273343;180;BRL;-282057761,88
012024;3003;70443988;90;USD;400807539,61
012024;3003;68698629;180;USD;318790889,10
012024;3003;65435706;180;EUR;348039480,56
012024;3003;40225506;60;BRL;704091346,16
012024;3003;90381565;180;BRL;77464245,11
012024;3003;36951081;180;USD;947735121,44
012024;3003;34172512;180;EUR;679964571,00
012024;3003;43730716;1;USD;730974304,86
012024;3003;40987644;360;USD;-796490342,97
012024;3003;28473331;1;BRL;741328040,28
012024;3003;68833000;360;USD;215456273,78
012024;3003;67718238;60;BRL;-740343481,87
012024;3003;16081906;90;USD;-625680549,69
012024;3003;87338618;90;EUR;22146354,12
012024;3003;75940040;180;BRL;-231570279,85
012024;3003;14514919;1;USD;321549460,29
012024;3003;56312449;180;BRL;89644257,23
012024;3003;40463029;30;USD;64785623,20
012024;3003;60099549;60;USD;403820438,72
012024;3003;38759063;60;USD;-434333053,53
012024;3003;51332607;360;EUR;799718177,14
012024;3003;46592100;60;USD;313695493,96
