Período/Exercício;Sociedade;ContaInterna;Prazo;Moeda;Saldo
0FISCPER;0COMPANY;CA_CINTER;CA_PRAZO;0CURKEY_GC;0CS_TRN_GC
012024;2002;16834878;360;BRL;930764338,87
012024;2002;88888294;1;BRL;686580006,11
012024;2002;11758799;1;BRL;-907991267,57
012024;2002;59488151;90;USD;678871563,38
012024;2002;33335335;360;BRL;744942178,96
012024;2002;89018499;90;BRL;-877240976,46
012024;2002;78784818;90;BRL;-453098102,36
012024;2002;46976337;180;BRL;592641936,96
012024;2002;42974835;1;USD;-162317789,67
012024;2002;31578695;1;EUR;-149045951,37
012024;2002;30015190;360;USD;-787797159,81
012024;2002;50161940;1;BRL;828949396,28
012024;2002;14724130;30;EUR;-820767558,13
012024;2002;68453168;1;EUR;830574624,13
012024;2002;35495470;360;BRL;-402515873,85
012024;2002;12887174;180;EUR;-575581377,19
012024;2002;90468080;1;USD;369598204,68
012024;2002;35103667;180;USD;47841308,18
012024;2002;97761622;360;EUR;-279028150,34
012024;2002;14567276;30;BRL;1734249,06
012024;2002;22177527;1;USD;822989286,51
012024;2002;86396086;60;USD;-296766112,68
012024;2002;42597063;90;USD;-4422507,49
012024;2002;14248834;180;BRL;371193331,53
012024;2002;81635114;60;USD;-771850699,61
012024;2002;67424498;30;EUR;-687378535,86
012024;2002;22257965;30;EUR;-818770957,29
012024;2002;79695514;90;BRL;540860868,91
012024;2002;21233800;180;EUR;-219714270,29
012024;2002;31837324;180;EUR;609955820,64
012024;2002;50136242;1;USD;419468779,77
012024;2002;41201877;30;USD;490057697,73
012024;2002;19570243;90;EUR;-158298961,27
012024;2002;39137012;360;BRL;-913343352,99
012024;2002;44311620;1;EUR;-293033786,49
012024;2002;34909585;1;EUR;-796444570,49
012024;2002;41987744;1;USD;-243716571,61
012024;2002;21745073;180;BRL;903756280,02
012024;2002;33318249;1;BRL;-393959108,64
012024;2002;35227248;360;EUR;-143266081,26
012024;2002;38082688;60;BRL;-545192497,83
012024;2002;13401396;30;EUR;122552778,55
012024;2002;51675935;90;EUR;651011209,50
012024;2002;16177450;30;BRL;605605276,87
012024;2002;32949227;60;BRL;11557057,02
012024;2002;47212682;1;EUR;965502131,17
012024;2002;34757999;60;USD;42560064,98
012024;2002;97771408;60;EUR;-105985169,92
012024;2002;84403480;360;USD;626350466,05
012024;2002;36348808;90;BRL;-610184165,45
012024;2002;97986201;180;BRL;114445675,80
012024;2002;67339661;60;BRL;-919471309,38
012024;2002;10956441;360;BRL;786159168,26
012024;2002;20320771;30;USD;752746908,40
012024;2002;26226387;60;BRL;-390002640,29
012024;2002;41087040;30;USD;984848345,54
012024;2002;57626534;360;USD;502486835,27
012024;2002;57470843;180;USD;718732671,67
012024;2002;43341119;180;EUR;-717010352,67
012024;2002;25726666;360;EUR;145399356,93
012024;2002;90706021;360;USD;41542250,68
012024;2002;93621108;1;BRL;606953883,44
012024;2002;47900606;360;USD;-872721417,46
012024;2002;95114677;360;EUR;18514855,28
012024;2002;84066141;90;BRL;-708456163,63
012024;2002;88973515;1;BRL;392693927,93
012024;2002;40265600;360;BRL;262740122,39
012024;2002;60960613;90;EUR;-346353769,52
012024;2002;11579154;180;USD;534422213,80
012024;2002;15806064;180;BRL;-217921920,32
012024;2002;24206974;60;BRL;593968592,63
012024;2002;42717277;1;BRL;52197051,23
012024;2002;48424919;360;EUR;428053004,07
012024;2002;11384360;360;EUR;817506129,73
012024;2002;64710479;60;EUR;-65090488,13
012024;2002;70642360;1;BRL;657324083,15
012024;2002;58648617;90;EUR;816567353,86
012024;2002;30234576;180;USD;637848655,19
012024;2002;89137313;30;USD;550203870,59
012024;2002;39931059;360;EUR;-155267459,80
012024;2002;67571989;60;USD;496754953,91
012024;2002;65414604;1;EUR;662219460,80
012024;2002;27300111;180;EUR;-471060126,87
012024;2002;69276335;90;USD;-48794789,65
012024;2002;96185890;360;EUR;-967701476,20
012024;2002;89367222;60;USD;417146575,28
012024;2002;53850779;1;USD;552727164,06
012024;2002;62369609;1;EUR;645793348,67
012024;2002;13607520;30;BRL;-788382081,61
012024;2002;40436985;180;BRL;470398414,60
012024;2002;98890591;1;BRL;868362401,14
012024;2002;52967251;1;EUR;-654853420,29
012024;2002;10607838;30;BRL;-920027541,56
012024;2002;40358826;30;USD;-450906907,14
012024;2002;29334816;90;USD;-605160936,32
012024;2002;51229824;90;USD;367431075,76
012024;2002;14127353;1;USD;258981674,70
012024;2002;37538077;360;USD;972068442,30
012024;2002;39466548;60;EUR;-903409319,45
012024;2002;49931500;30;BRL;-507724786,03
012024;2002;32161783;90;USD;-465841750,47
012024;2002;67188522;180;USD;172300922,73
012024;2002;44718673;1;BRL;-907675551,63
012024;2002;15554965;90;BRL;-55903973,26
012024;2002;80434212;90;BRL;138032079,77
012024;2002;82778060;30;BRL;-118812169,62
012024;2002;76373669;180;EUR;773730781,50
012024;2002;82816262;90;EUR;-953670298,66
012024;2002;81704532;180;BRL;-205856205,43
012024;2002;76580178;30;USD;-431248216,00
012024;2002;98063302;1;BRL;-633264118,89
012024;2002;60599541;60;EUR;982057453,66
012024;2002;87559217;60;BRL;-716900856,04
012024;2002;38482727;360;USD;544207640,82
012024;2002;55685941;180;EUR;12836610,87
012024;2002;88019723;1;USD;-413431799,67
012024;2002;36965474;30;EUR;-498328710,64
012024;2002;92031521;90;USD;-588124287,57
012024;2002;56264353;90;USD;-860600752,10
012024;2002;28605894;90;EUR;716863227,08
012024;2002;26102556;60;USD;634607384,97
012024;2002;81850543;90;BRL;842476080,25
012024;2002;16570661;180;BRL;-277627297,64
012024;2002;33677464;30;USD;-602582684,16
012024;2002;76251968;30;BRL;86439532,29
012024;2002;29786786;180;EUR;94668514,05
012024;2002;63499941;1;USD;-265957896,53
012024;2002;91187391;30;EUR;-662398972,57
012024;2002;22671585;1;USD;-6256298,92
012024;2002;55932713;60;EUR;83230919,90
012024;2002;95766127;60;BRL;352290627,95
012024;2002;56706160;60;EUR;899423428,07
012024;2002;93233824;180;EUR;-641904662,12
012024;2002;63607375;180;EUR;356768514,93
012024;2002;94146036;60;USD;-733187765,13
012024;2002;50232981;60;EUR;-791800588,23
012024;2002;26696877;90;USD;-595980548,71
012024;2002;71780947;30;BRL;-616144065,25
012024;2002;59914881;360;EUR;401165466,34
012024;2002;84469732;30;EUR;351017383,52
012024;2002;15258843;60;EUR;875164687,60
012024;2002;48786467;90;BRL;539653029,00
012024;2002;99997760;1;EUR;-391020465,25
012024;2002;91340650;30;USD;-675912852,01
012024;2002;87741061;60;BRL;-405407217,04
012024;2002;62687586;30;USD;22166523,73
012024;2002;93061123;1;EUR;245427674,69
012024;2002;83867661;90;EUR;245364383,18
012024;2002;89889386;60;EUR;684440393,70
012024;2002;11968468;180;BRL;320156801,56
012024;2002;17507074;1;USD;562884364,94
012024;2002;54528680;180;EUR;-933329122,67
012024;2002;51630271;30;USD;-980420223,63
012024;2002;48900698;90;USD;782913468,56
012024;2002;15974315;360;EUR;-798994240,05
012024;2002;15296655;360;USD;758766575,35
012024;2002;47983060;60;USD;677853309,83
012024;2002;27574294;60;EUR;-595254094,50
012024;2002;18451072;1;USD;340987699,44
012024;2002;51883942;360;USD;655507574,04
012024;2002;93918313;1;BRL;-26515933,82
012024;2002;17682925;1;USD;-313475806,20
012024;2002;17799004;1;EUR;-856092730,87
012024;2002;64978913;30;USD;-45411278,52
012024;2002;44101771;90;EUR;954855525,11
012024;2002;76587608;60;EUR;-675359343,83
012024;2002;67704560;60;USD;-87674176,41
012024;2002;98711042;90;USD;-850069148,82
012024;2002;79934963;1;EUR;-707035900,05
012024;2002;82801630;1;BRL;-676005362,86
012024;2002;10788806;180;EUR;399206292,19
012024;2002;42465784;60;BRL;-329393244,31
012024;2002;75470734;90;BRL;20788689,61
012024;2002;60028478;30;BRL;-759180272,54
012024;2002;94888954;90;USD;-504190210,40
012024;2002;19123900;360;USD;748330454,10
012024;2002;86706608;60;BRL;663052895,55
012024;2002;95580228;1;BRL;-990458360,46
012024;2002;76027981;360;EUR;249791402,55
012024;2002;17209105;90;EUR;944776075,13
012024;2002;25745777;360;EUR;182563209,31
012024;2002;37847115;180;USD;-85860471,36
012024;2002;33538183;30;USD;360801840,10
012024;2002;68679321;90;USD;147799793,13
012024;2002;41843875;30;BRL;-594392379,21
012024;2002;79318996;30;BRL;25781500,63
012024;2002;57352118;90;BRL;51974054,30
012024;2002;47160526;360;EUR;937889775,20
012024;2002;71626077;30;BRL;-916028828,71
012024;2002;73839276;360;BRL;553670587,31
012024;2002;14705316;360;USD;-457092328,37
012024;2002;59841178;30;USD;190422811,14
012024;2002;62508201;1;BRL;-684458137,79
012024;2002;41931496;180;EUR;7038543,68
012024;2002;77365423;180;USD;336502965,38
012024;2002;67191939;30;USD;-340133613,16
012024;2002;40340149;90;BRL;729039048,01
012024;2002;73045885;360;EUR;619981606,57
012024;2002;85191515;180;EUR;829481027,82
012024;2002;89121428;360;EUR;-122716091,27
012024;2002;87773806;180;USD;465341613,07
012024;2002;66560882;360;USD;33385160,49
012024;2002;34899004;360;USD;-728297771,68
012024;2002;77054812;1;BRL;-933510480,28
012024;2002;13295514;30;EUR;-390004027,88
012024;2002;62142271;90;EUR;702950217,06
012024;2002;22778794;60;USD;-821474903,02
012024;2002;89269274;360;EUR;-563537876,43
012024;2002;57389074;60;USD;492442770,86
012024;2002;77180342;30;EUR;307146891,31
012024;2002;92985196;1;USD;608502763,13
012024;2002;43463322;90;EUR;-771807815,08
012024;2002;92743663;360;BRL;628095016,01
012024;2002;83226614;180;EUR;715631792,34
012024;2002;44023828;60;USD;-968275480,47
012024;2002;70395005;180;BRL;652269059,33
