Período/Exercício;Sociedade;ContaInterna;Prazo;Moeda;Saldo
0FISCPER;0COMPANY;CA_CINTER;CA_PRAZO;0CURKEY_GC;0CS_TRN_GC
032024;4004;19556703;180;EUR;294448648,71
032024;4004;22558305;180;USD;-782456170,13
032024;4004;12954229;30;BRL;168451586,05
032024;4004;75640250;60;BRL;-379259336,45
032024;4004;54158514;180;EUR;-994103615,82
032024;4004;19259021;30;USD;-449537158,36
032024;4004;70778796;1;EUR;-583112243,50
032024;4004;13490059;180;BRL;614113781,59
032024;4004;38825151;360;USD;-673135467,90
032024;4004;51198208;60;BRL;541445298,47
032024;4004;94256777;360;USD;-413054291,85
032024;4004;27199063;360;USD;-934555015,36
032024;4004;29358420;180;EUR;-834452543,00
032024;4004;96851517;180;EUR;474630913,42
032024;4004;10317548;60;USD;-541789966,95
032024;4004;58898626;30;EUR;-344816678,90
032024;4004;44405246;30;BRL;222437324,97
032024;4004;11973843;180;EUR;-694888172,77
032024;4004;89273394;180;USD;-887396762,95
032024;4004;71269957;30;BRL;373320396,53
032024;4004;99218219;180;USD;-773329469,80
032024;4004;70789442;30;USD;-364733239,04
032024;4004;82797938;180;BRL;-938084464,81
032024;4004;32517945;30;EUR;953337792,91
032024;4004;43010168;180;EUR;-762604688,62
032024;4004;88125374;90;USD;-798623280,17
032024;4004;97794543;30;BRL;-677071857,74
032024;4004;82684961;30;EUR;386815462,00
032024;4004;43131265;90;BRL;-684096606,70
032024;4004;84330740;30;EUR;897631104,13
032024;4004;44666582;1;USD;948037038,62
032024;4004;20947949;360;EUR;370840886,82
032024;4004;78089136;90;USD;-273247750,82
032024;4004;90724242;30;BRL;-379960682,86
032024;4004;17554662;30;EUR;-588190552,84
032024;4004;24951992;60;BRL;-555407307,02
032024;4004;98084544;360;USD;-300757455,43
032024;4004;32905207;180;USD;382379292,19
032024;4004;95494813;60;BRL;-154683423,52
032024;4004;51525125;60;EUR;-518568044,92
032024;4004;95983619;360;USD;-258825585,64
032024;4004;14681320;1;EUR;138932932,20
032024;4004;25816984;30;BRL;988140017,45
032024;4004;37404675;1;BRL;624876859,12
032024;4004;27515727;360;USD;-44007033,22
032024;4004;26422300;1;USD;743084950,90
032024;4004;14136416;30;BRL;-211141194,74
032024;4004;34640702;360;BRL;-882053301,43
032024;4004;49535025;180;BRL;-399028388,11
032024;4004;88062797;90;BRL;-774929387,37
032024;4004;51044173;180;USD;869456077,17
032024;4004;39290954;1;BRL;70825549,24
032024;4004;89847441;180;USD;-470492667,49
032024;4004;66248318;60;BRL;-573130924,83
032024;4004;97173470;1;USD;-108780684,00
032024;4004;33139475;60;EUR;-640602010,48
032024;4004;95095829;180;EUR;181212439,90
032024;4004;83926683;1;EUR;987748924,74
032024;4004;33415872;1;USD;330237030,89
032024;4004;57800355;1;EUR;-283814708,47
032024;4004;48630199;1;USD;995640436,96
032024;4004;92167363;180;USD;556778959,60
032024;4004;92481516;60;EUR;-953256601,35
032024;4004;46711110;90;USD;840386871,40
032024;4004;83259482;60;BRL;634615099,07
032024;4004;33693666;90;USD;918153431,91
032024;4004;90203266;1;EUR;-305915669,49
032024;4004;78738448;180;EUR;292287732,26
032024;4004;37990885;30;EUR;-996070999,99
032024;4004;18752988;90;EUR;-868870955,01
032024;4004;48752055;1;USD;-831249613,07
032024;4004;66983300;90;USD;674783096,19
032024;4004;15313087;1;EUR;-728813580,39
032024;4004;50075641;1;BRL;97561809,17
032024;4004;82555667;360;EUR;-474464091,45
032024;4004;94210551;30;BRL;688318837,41
032024;4004;98026913;180;USD;33675470,86
032024;4004;34249174;1;USD;-606714789,27
032024;4004;65588366;90;EUR;-309897800,01
032024;4004;66088058;30;BRL;957493073,30
032024;4004;61409827;30;EUR;671839205,68
032024;4004;27524445;60;EUR;-405916730,20
032024;4004;46489564;180;EUR;-211657073,82
032024;4004;90009640;30;EUR;539472443,22
032024;4004;67503180;1;EUR;-419365797,52
032024;4004;83786774;60;BRL;959811457,31
032024;4004;50618993;60;BRL;323932751,33
032024;4004;29367477;180;EUR;-850801479,27
032024;4004;19110303;360;EUR;762742211,07
032024;4004;53446735;90;USD;-728210678,34
032024;4004;10511274;1;BRL;-696988870,36
032024;4004;89898628;30;USD;-728674934,23
032024;4004;50783322;180;USD;-574754283,69
032024;4004;32030301;30;USD;368751471,12
032024;4004;54778549;180;EUR;660406398,66
032024;4004;40786031;1;EUR;-75773941,50
032024;4004;45973015;90;BRL;-335797071,68
032024;4004;95655753;90;EUR;191829895,02
032024;4004;94316341;1;USD;730042165,31
032024;4004;20409816;1;BRL;-934870824,98
032024;4004;59591841;180;USD;-995999309,62
032024;4004;73349387;60;BRL;428630804,12
032024;4004;31729688;60;BRL;-674192040,08
032024;4004;26798429;30;EUR;434253710,09
032024;4004;26728370;30;BRL;890557377,69
032024;4004;41626673;60;EUR;-187666383,45
032024;4004;67075707;1;EUR;-201022912,49
032024;4004;30378271;360;BRL;967660369,61
032024;4004;45356869;1;EUR;-578814208,48
032024;4004;52193855;30;EUR;-123159326,43
032024;4004;46804398;30;EUR;610579135,97
032024;4004;91157378;30;EUR;810211598,96
032024;4004;20252067;1;EUR;619197393,50
032024;4004;19426683;60;USD;971850975,51
032024;4004;45829225;30;USD;-895220797,74
032024;4004;59456038;60;BRL;72427197,06
032024;4004;91513629;180;BRL;-684473518,84
032024;4004;73266947;30;BRL;94989262,81
032024;4004;43991721;1;EUR;-408585126,04
032024;4004;55147907;30;EUR;331144505,22
032024;4004;89032902;1;EUR;125717822,04
032024;4004;88209510;90;USD;-505794593,73
032024;4004;70461537;30;USD;518195037,04
032024;4004;41349843;90;EUR;686043499,38
032024;4004;89594424;180;EUR;-7338265,60
032024;4004;78044084;1;EUR;-934967116,76
032024;4004;59723535;90;USD;-530373255,10
032024;4004;24315869;180;EUR;-593449605,74
032024;4004;94855586;1;EUR;-657959579,33
032024;4004;23376066;360;USD;-941004135,10
032024;4004;39785202;60;EUR;-176089220,41
032024;4004;63225463;60;USD;119314010,31
032024;4004;99905775;60;USD;598930889,25
032024;4004;60376334;1;BRL;38554736,31
032024;4004;76196778;180;USD;671231623,35
032024;4004;39823116;90;BRL;-60522486,28
032024;4004;91944416;60;USD;151504330,67
032024;4004;85087428;180;EUR;-46304360,04
032024;4004;22741279;360;BRL;-652965882,43
032024;4004;57598722;90;EUR;619754559,81
032024;4004;38330374;1;BRL;-480870807,72
032024;4004;33506446;360;USD;-644231116,10
032024;4004;57290146;1;USD;-898042089,61
032024;4004;30558678;60;USD;407474802,68
032024;4004;90797381;60;EUR;796967783,28
032024;4004;80902972;90;EUR;-757860369,17
032024;4004;94410093;1;BRL;638350829,01
032024;4004;90741720;90;USD;-994352306,00
032024;4004;56784269;180;BRL;-133226675,03
032024;4004;49837762;360;BRL;-185487455,30
032024;4004;61948416;30;USD;-979382318,07
032024;4004;93874297;30;BRL;255606246,78
032024;4004;77429654;360;USD;-91817069,01
032024;4004;81936950;1;BRL;-877396880,32
032024;4004;90898930;90;BRL;-422726499,73
032024;4004;13352477;360;USD;331819693,61
032024;4004;63864766;60;EUR;199058156,87
032024;4004;37272826;90;USD;576807638,57
032024;4004;22642058;180;BRL;-644138812,03
032024;4004;22455012;1;BRL;744746245,70
032024;4004;55784760;1;BRL;-707113739,68
032024;4004;67647362;1;EUR;-907596859,37
032024;4004;25213879;60;EUR;275040913,20
032024;4004;89450828;90;USD;-978946835,55
032024;4004;88347340;180;BRL;687281706,02
032024;4004;25351961;90;USD;-296117146,03
032024;4004;45384124;60;EUR;410797126,05
032024;4004;58056367;360;EUR;-340812605,73
032024;4004;51734742;1;BRL;429711090,32
032024;4004;61328844;60;EUR;347630504,29
032024;4004;30860042;1;USD;60821481,28
032024;4004;47863794;30;EUR;-104002035,83
032024;4004;50022244;60;BRL;919738595,59
032024;4004;71051180;60;USD;104862594,48
032024;4004;64127754;360;BRL;-301209616,21
032024;4004;74182569;360;EUR;452407394,85
032024;4004;99044578;90;EUR;397952897,22
032024;4004;98123740;90;USD;-282894095,50
032024;4004;39594021;30;EUR;-366660524,30
032024;4004;22064872;1;EUR;954834425,03
032024;4004;79689836;360;EUR;705823794,10
032024;4004;62112557;180;USD;-425809170,77
032024;4004;42322877;1;USD;216558583,79
032024;4004;91060903;360;BRL;370155650,99
032024;4004;72275604;1;BRL;-546496799,23
032024;4004;25380597;60;EUR;-169933618,39
032024;4004;99781283;30;USD;664855949,00
032024;4004;14777723;90;USD;942034019,99
032024;4004;76661576;1;BRL;694186253,35
032024;4004;89981116;1;EUR;113643053,58
032024;4004;25765775;180;BRL;-842180633,93
032024;4004;62235470;60;BRL;-232660971,15
032024;4004;63467756;1;EUR;-18845667,69
032024;4004;42145498;30;EUR;266927746,34
032024;4004;54320052;180;BRL;810258110,14
032024;4004;89378675;90;EUR;-444133330,47
032024;4004;41739406;30;EUR;-818448474,49
032024;4004;46800979;60;EUR;708933239,34
032024;4004;89489055;180;EUR;537909799,51
032024;4004;42863000;360;USD;-649971385,70
032024;4004;76289449;30;USD;-523733977,10
032024;4004;62137490;360;EUR;756678948,71
032024;4004;80186322;90;EUR;846642651,61
032024;4004;24753549;90;EUR;-74765448,18
032024;4004;10373764;180;BRL;-196882873,83
032024;4004;93244312;30;BRL;127108172,25
032024;4004;11214022;180;USD;147350311,65
032024;4004;89096039;360;EUR;343532515,59
032024;4004;90620454;180;USD;-474250578,80
032024;4004;92252562;60;BRL;-606560255,55
032024;4004;84739319;1;BRL;567449657,01
032024;4004;15249389;180;USD;-168646450,98
032024;4004;48721029;30;USD;488409161,42
032024;4004;72685695;360;BRL;-119549756,53
032024;4004;70362175;1;EUR;205556554,86
032024;4004;41040613;360;EUR;-370257521,28
032024;4004;65927799;360;EUR;-47356246,83
032024;4004;20465262;1;BRL;-520569522,66
032024;4004;97580511;60;BRL;-61156412,99
032024;4004;27364226;30;EUR;-611107544,86
032024;4004;17175904;90;USD;739384820,87
032024;4004;10223343;360;BRL;-762649799,97
032024;4004;65816048;30;USD;820368675,34
032024;4004;80186957;180;EUR;978958701,90
032024;4004;36922031;90;USD;-877094129,78
032024;4004;72573226;360;BRL;-270309210,24
032024;4004;95081906;90;BRL;750807139,33
032024;4004;84958908;60;USD;-36396223,47
032024;4004;74451144;360;EUR;-60726686,60
032024;4004;16487331;1;USD;358228995,75
032024;4004;73394671;60;USD;-854036124,00
032024;4004;86250414;90;BRL;-125740333,73
032024;4004;41824235;30;USD;-791995974,24
032024;4004;69992332;90;BRL;420996779,86
032024;4004;83096113;60;BRL;-722603965,83
032024;4004;28405593;360;BRL;468353441,37
032024;4004;19723340;180;EUR;586156748,90
032024;4004;32458437;360;BRL;-28063579,45
032024;4004;53037886;90;BRL;835682248,37
032024;4004;83109484;360;EUR;-143744318,37
032024;4004;50921158;360;EUR;-350523215,05
032024;4004;57913529;1;BRL;-260536489,95
032024;4004;34218590;60;BRL;-125860894,36
032024;4004;44965491;360;BRL;-954160856,07
032024;4004;36746204;360;BRL;-169916903,06
032024;4004;38173194;180;USD;360543214,86
032024;4004;28782043;360;EUR;969033517,31
032024;4004;73654949;60;USD;-365790753,44
032024;4004;11899581;180;USD;-515172432,78
032024;4004;62848754;90;USD;382960057,52
032024;4004;84067787;30;EUR;668361708,36
032024;4004;35009466;90;USD;121788965,32
032024;4004;86112539;90;BRL;962908191,35
032024;4004;73747082;180;EUR;886902209,09
032024;4004;54635383;30;EUR;-505055952,41
032024;4004;69255153;90;USD;-662567676,82
032024;4004;50633680;90;BRL;-639909648,37
032024;4004;77601583;60;BRL;-877229756,02
032024;4004;95015623;30;EUR;206147216,23
032024;4004;62882722;90;USD;-115710829,40
032024;4004;93475419;360;BRL;-372575762,99
032024;4004;47843580;30;EUR;-192100867,45
032024;4004;10458296;180;EUR;-487024997,73
032024;4004;62431609;60;USD;203953965,79
032024;4004;59179225;1;EUR;671569246,77
032024;4004;67098855;60;USD;887712650,72
032024;4004;32509889;1;USD;-534124271,99
032024;4004;24529618;90;USD;717373412,34
032024;4004;68227974;180;BRL;931000541,85
032024;4004;31317210;180;USD;290530315,44
032024;4004;62627238;180;EUR;-422451,09
032024;4004;89868938;180;BRL;688705040,14
032024;4004;65712473;60;USD;-525958902,61
032024;4004;41001638;180;BRL;-639285155,13
032024;4004;96567547;1;USD;-917271980,74
032024;4004;70483611;180;USD;497786148,52
032024;4004;97955920;180;USD;-871031525,39
032024;4004;30949859;180;BRL;205623174,52
032024;4004;45349800;90;USD;400091855,48
032024;4004;17617420;60;BRL;-415219039,37
032024;4004;35993229;360;BRL;-145441897,67
032024;4004;22314808;30;EUR;10142675,46
032024;4004;75909716;90;BRL;-726873777,87
032024;4004;42098042;180;EUR;-331648239,79
032024;4004;63323171;90;BRL;-208865866,51
032024;4004;17646035;1;EUR;667322899,18
032024;4004;98476810;60;BRL;-895019837,29
032024;4004;74434696;90;EUR;956406253,63
032024;4004;97459939;60;USD;843705241,92
032024;4004;79830090;60;EUR;-305098363,42
032024;4004;61561464;180;BRL;-609057137,36
032024;4004;41859490;1;BRL;-837007669,63
032024;4004;95542855;30;BRL;-622181892,82
032024;4004;84752259;90;EUR;660823610,29
032024;4004;27354373;60;BRL;-737159228,49
032024;4004;13540140;180;USD;137447660,50
032024;4004;54280777;90;BRL;503768812,34
032024;4004;26378758;30;EUR;-870137660,96
032024;4004;88052673;60;USD;-491759296,90
032024;4004;28882618;90;EUR;894918156,66
032024;4004;98549055;180;BRL;166057391,71
032024;4004;75812364;90;EUR;-110190461,23
032024;4004;72175789;30;EUR;-604777614,89
032024;4004;23749604;60;EUR;-516284109,80
032024;4004;67285633;180;USD;367990640,16
032024;4004;38688464;90;USD;499464398,32
032024;4004;65474483;60;BRL;540117857,01
032024;4004;20168826;30;BRL;-937340507,70
032024;4004;90026328;30;BRL;-95795476,01
032024;4004;66454266;30;USD;770909901,00
032024;4004;45714966;180;BRL;799112070,88
032024;4004;26013211;90;BRL;-708091841,51
032024;4004;58347344;60;EUR;702387724,28
032024;4004;77721488;30;EUR;922487341,95
032024;4004;74376519;90;USD;-71850876,65
032024;4004;24270696;30;EUR;879914058,56
032024;4004;12041720;30;EUR;389081030,70
032024;4004;81135342;180;BRL;-10545122,44
032024;4004;56292896;360;BRL;-428133003,82
032024;4004;18777457;360;BRL;337024982,16
032024;4004;25712166;30;EUR;853847472,79
032024;4004;51171201;360;EUR;149489634,20
