Período/Exercício;Sociedade;ContaInterna;Prazo;Moeda;Saldo
0FISCPER;0COMPANY;CA_CINTER;CA_PRAZO;0CURKEY_GC;0CS_TRN_GC
012024;5005;11508474;180;BRL;699579290,92
012024;5005;46214526;180;USD;187579711,66
012024;5005;87782345;90;BRL;-365074653,06
012024;5005;43561040;180;EUR;395415187,24
012024;5005;74584382;90;EUR;344438622,50
012024;5005;92403983;30;EUR;-521880901,62
012024;5005;91528464;90;BRL;115596430,27
012024;5005;56639949;90;EUR;696090438,51
012024;5005;46510424;30;BRL;154123728,09
012024;5005;38124552;360;BRL;745748620,98
012024;5005;29654250;60;EUR;-925712386,10
012024;5005;11205408;60;EUR;157867250,67
012024;5005;22627216;1;BRL;-14393190,19
012024;5005;99901177;90;EUR;-469749641,35
012024;5005;53651165;90;BRL;372218804,70
012024;5005;12436017;1;EUR;601955628,98
012024;5005;25960050;90;USD;-131948977,46
012024;5005;99541142;360;USD;688866479,16
012024;5005;21968697;60;BRL;-51649013,67
012024;5005;68035363;180;EUR;634113880,61
012024;5005;61594214;180;BRL;655761167,74
012024;5005;47176446;180;BRL;737733672,14
012024;5005;56954023;30;EUR;785721239,98
012024;5005;83475911;360;EUR;893168276,86
012024;5005;92919341;60;EUR;149106051,34
012024;5005;34869291;30;BRL;101450881,47
012024;5005;24823040;60;EUR;-65645373,02
012024;5005;21892640;90;EUR;591560468,88
012024;5005;49449543;90;BRL;-115084918,25
012024;5005;18062077;60;EUR;486108399,47
012024;5005;56456215;1;USD;-498906022,95
012024;5005;74295909;30;BRL;-98694299,48
012024;5005;81952179;60;USD;154636087,57
012024;5005;33952980;60;USD;-884719060,51
012024;5005;38776740;90;USD;250010084,85
012024;5005;67963193;180;EUR;-116620318,73
012024;5005;13325115;1;EUR;113947947,07
012024;5005;72330728;60;BRL;453509420,17
012024;5005;35433497;360;EUR;454304987,97
012024;5005;90820890;360;BRL;-981148232,76
012024;5005;29372057;1;USD;355438257,20
012024;5005;80264977;1;BRL;461331224,12
012024;5005;39048549;1;BRL;790578391,65
012024;5005;25756764;360;USD;847348841,33
012024;5005;63189419;90;USD;-770957597,46
012024;5005;70697778;90;EUR;-124979109,11
012024;5005;28583810;360;BRL;-595964363,32
012024;5005;62744554;90;EUR;976165210,90
012024;5005;26739715;1;EUR;327920722,63
012024;5005;65494421;360;BRL;-655168705,91
012024;5005;90380718;30;BRL;-438361901,64
012024;5005;98025969;30;USD;614078349,26
012024;5005;61565266;60;BRL;-832563326,94
012024;5005;64247553;180;USD;803003349,42
012024;5005;60604291;180;USD;309303704,00
012024;5005;67217352;90;USD;-323780528,32
012024;5005;51308412;30;BRL;501923613,08
012024;5005;93619777;90;BRL;-281253991,72
012024;5005;10033010;360;BRL;498798375,83
012024;5005;28879636;90;USD;426699989,71
012024;5005;22906460;180;USD;619263648,64
012024;5005;76634726;180;USD;-971994605,53
012024;5005;55557503;60;EUR;-68381340,95
012024;5005;32546159;60;EUR;-755368929,72
012024;5005;56956770;360;USD;-523940449,40
012024;5005;98069528;90;USD;-466365603,05
012024;5005;27949148;60;EUR;-147674803,69
012024;5005;62041469;90;BRL;-157892644,53
012024;5005;21911606;60;EUR;511756401,54
012024;5005;69690147;1;BRL;-982388891,84
012024;5005;57111706;90;BRL;419900859,48
012024;5005;81469499;30;BRL;26870856,61
012024;5005;21933582;1;EUR;-505870519,98
012024;5005;36744151;360;BRL;995233663,49
012024;5005;89455885;180;EUR;-118514227,56
012024;5005;28166705;90;EUR;647887866,51
012024;5005;49800134;30;EUR;-15217381,37
012024;5005;49932056;30;BRL;924256795,85
012024;5005;45008258;1;USD;98372817,25
012024;5005;18787672;1;EUR;-748506996,69
012024;5005;75795163;180;BRL;-918883445,67
012024;5005;89704819;60;EUR;-829468626,21
012024;5005;14787390;360;USD;-725954627,19
012024;5005;17337274;180;USD;410152785,83
012024;5005;75841283;30;BRL;-577653080,98
012024;5005;38804521;180;BRL;844745802,09
012024;5005;58574162;30;BRL;148084022,23
012024;5005;21222383;1;USD;952769621,23
012024;5005;30288780;1;EUR;794305931,55
012024;5005;97511610;30;BRL;458906448,29
012024;5005;57141935;180;EUR;228745144,11
012024;5005;51624603;1;USD;239041847,31
012024;5005;96944061;360;BRL;-973251664,45
012024;5005;35566313;180;EUR;-293004492,29
012024;5005;26144001;90;EUR;-468806778,98
012024;5005;73312623;90;EUR;686274903,25
012024;5005;88585084;360;USD;-636759481,06
012024;5005;18488221;90;EUR;-349946465,49
012024;5005;67289203;1;USD;-426934714,61
012024;5005;85844072;180;BRL;-170513280,86
012024;5005;30651738;360;USD;970638274,31
012024;5005;81723939;90;EUR;-205280741,93
012024;5005;50375733;30;USD;-13391991,10
012024;5005;78578206;1;EUR;546407842,76
012024;5005;92804754;90;BRL;437935525,19
012024;5005;84991337;360;EUR;754827539,77
012024;5005;66100515;1;BRL;991307664,97
012024;5005;58631992;30;BRL;171027511,99
012024;5005;88930107;1;BRL;-142335096,38
012024;5005;31054927;180;EUR;154308727,85
012024;5005;30072614;1;EUR;-68205940,63
012024;5005;81065938;90;USD;857230551,59
012024;5005;49595944;360;USD;552063551,23
012024;5005;27914289;90;EUR;-407167076,25
012024;5005;85321524;180;BRL;704087987,92
012024;5005;34708391;1;BRL;255863221,74
012024;5005;37911184;360;USD;-758519391,31
012024;5005;10419092;180;EUR;-335384342,99
012024;5005;12794383;60;USD;-711402899,91
012024;5005;43419241;180;BRL;613641093,69
012024;5005;79942177;1;EUR;36535603,87
012024;5005;94495911;30;USD;533825247,88
012024;5005;73601941;360;USD;-210380955,46
012024;5005;34939397;60;BRL;-463605941,99
012024;5005;58445797;30;USD;146256008,90
012024;5005;86445545;90;USD;-703579759,62
012024;5005;39955322;60;BRL;926945188,11
012024;5005;36851309;60;BRL;-207301096,98
012024;5005;99861735;360;USD;815929296,02
012024;5005;10460086;180;USD;-638514084,96
012024;5005;72416858;180;EUR;-911767901,56
012024;5005;74997100;60;BRL;-403750278,48
012024;5005;56013157;360;BRL;807795948,44
012024;5005;68461846;360;EUR;422480768,17
012024;5005;76854756;90;EUR;-449959522,86
012024;5005;55025912;30;EUR;-617619579,40
012024;5005;73221738;30;USD;73811974,01
012024;5005;27447763;60;EUR;-982782055,59
012024;5005;11673123;360;BRL;-625032448,89
012024;5005;51444934;90;USD;527838010,83
012024;5005;46471938;180;USD;42223934,95
012024;5005;66253288;180;USD;71135624,14
012024;5005;88535261;30;BRL;-86604272,52
012024;5005;88205565;90;EUR;977416857,48
012024;5005;31494276;60;BRL;-790229994,49
012024;5005;73022714;360;USD;-982958230,20
012024;5005;40490496;360;BRL;825493676,04
012024;5005;32950055;60;EUR;-902631450,57
012024;5005;59575094;1;EUR;75220482,77
012024;5005;44610759;360;EUR;-329085156,54
012024;5005;59721605;60;BRL;-559968569,36
012024;5005;44077362;60;BRL;-313935881,23
012024;5005;30177557;90;USD;-849126136,65
012024;5005;47604362;60;USD;785849646,99
012024;5005;15883494;180;EUR;547409661,13
012024;5005;90081223;180;USD;667092430,41
012024;5005;76890294;1;EUR;-86340078,54
012024;5005;12387600;360;BRL;976737175,34
012024;5005;28498311;180;EUR;367719526,71
012024;5005;48470489;1;EUR;-775505811,99
012024;5005;20163881;360;EUR;-636541692,12
012024;5005;47831256;1;EUR;788147720,12
012024;5005;84802781;90;EUR;772147365,77
012024;5005;39426786;60;USD;-958236882,84
012024;5005;23950947;360;BRL;388990626,26
012024;5005;51593304;1;BRL;-838850155,66
012024;5005;41736554;360;USD;567326705,01
012024;5005;92327167;90;BRL;928483226,47
012024;5005;48734629;1;EUR;114686946,25
012024;5005;70478838;180;BRL;-759804557,89
012024;5005;36935315;60;USD;40488104,70
012024;5005;10535020;180;USD;200888164,07
012024;5005;35169131;1;USD;-936168172,44
012024;5005;21579747;90;EUR;916757217,89
012024;5005;30154628;180;EUR;652830038,10
012024;5005;39309610;1;USD;-281550025,67
012024;5005;99963229;90;BRL;905256403,35
012024;5005;22330589;180;USD;-531765371,03
012024;5005;52879572;180;BRL;-485345814,98
012024;5005;17567567;30;EUR;-156522996,44
012024;5005;47543295;60;EUR;159488185,53
012024;5005;52448401;360;USD;22905101,68
012024;5005;68863375;90;BRL;-740191682,79
012024;5005;50656849;180;USD;-538821104,05
012024;5005;76684919;1;BRL;99186029,50
012024;5005;51030776;360;EUR;890459121,49
012024;5005;49969096;1;EUR;681097043,03
012024;5005;59309853;30;BRL;-228499897,97
012024;5005;46388025;360;USD;655344432,59
012024;5005;82157010;30;BRL;377096963,63
012024;5005;78096132;1;USD;-218186586,08
012024;5005;70561180;30;BRL;-406536522,45
012024;5005;41617360;1;BRL;-812172991,97
012024;5005;32361260;1;USD;760738589,29
012024;5005;65368844;1;EUR;567983282,34
012024;5005;64963595;360;BRL;62625584,06
012024;5005;83294054;60;USD;55702781,07
012024;5005;75593475;60;USD;-472141773,08
012024;5005;92899249;90;EUR;522485254,76
012024;5005;34541740;60;USD;-516694517,58
012024;5005;53695106;90;USD;-273138103,93
012024;5005;97262889;90;USD;303605607,63
012024;5005;62753397;180;EUR;-521687192,77
012024;5005;41372805;90;BRL;-991258789,89
012024;5005;91141732;60;BRL;-841952190,59
012024;5005;25089201;1;BRL;795312230,50
012024;5005;72991862;90;EUR;-14033434,54
012024;5005;16803829;360;EUR;-62852056,06
012024;5005;46967128;180;BRL;-341003809,33
012024;5005;89308186;90;EUR;782144694,54
012024;5005;36037909;1;EUR;-3885482,29
012024;5005;12471040;90;EUR;-116637746,35
012024;5005;71726067;1;BRL;835456362,18
012024;5005;25125971;60;EUR;572713207,17
012024;5005;84204703;30;EUR;294445252,23
012024;5005;64699169;30;EUR;767479319,62
012024;5005;91045371;30;BRL;420116390,06
012024;5005;24660404;30;EUR;-77714601,16
012024;5005;37107615;1;BRL;-248144727,34
012024;5005;99241092;30;EUR;226517064,75
012024;5005;38820105;60;BRL;-313117486,11
012024;5005;20908184;180;EUR;900250487,42
012024;5005;19954005;90;USD;62987165,49
012024;5005;22669363;180;EUR;968508853,36
012024;5005;89058186;180;EUR;-775097298,73
012024;5005;78919630;180;BRL;465378739,73
012024;5005;17600851;1;USD;-911261978,03
012024;5005;11556039;90;EUR;-185888656,40
012024;5005;34552417;90;BRL;559356629,86
012024;5005;58771588;180;BRL;-251702778,06
012024;5005;39384205;360;USD;-374462092,02
012024;5005;24971255;30;EUR;-993251832,61
012024;5005;98323262;60;EUR;771282470,61
012024;5005;10157328;1;EUR;-61402899,83
012024;5005;40672066;30;BRL;445288200,64
012024;5005;67237964;60;EUR;-563044063,36
012024;5005;23244274;360;EUR;660308859,55
012024;5005;19964759;90;EUR;-926855329,26
012024;5005;26403814;1;EUR;643657322,31
012024;5005;32439434;30;USD;-241742635,77
012024;5005;15952081;30;BRL;-658720377,59
012024;5005;35666196;180;EUR;861091017,07
012024;5005;40044916;360;USD;-469460581,26
012024;5005;25504184;30;USD;-838905693,58
012024;5005;71218667;60;EUR;335884502,07
012024;5005;90390780;180;USD;638477043,32
012024;5005;45428940;30;BRL;429186297,04
012024;5005;95915418;180;USD;149884415,52
012024;5005;96117721;360;USD;113753358,28
012024;5005;97312622;180;EUR;-535754701,29
012024;5005;77599649;60;EUR;-821079249,91
012024;5005;94989726;1;USD;642793134,95
012024;5005;90126420;1;BRL;984274635,04
012024;5005;55719207;1;USD;398778563,80
012024;5005;21979934;60;USD;-164903826,82
012024;5005;71308762;90;EUR;-864434785,71
012024;5005;84920695;60;BRL;47042230,02
012024;5005;59507780;30;BRL;732692396,42
012024;5005;53028137;90;USD;-614711368,63
