Período/Exercício;Sociedade;ContaInterna;Prazo;Moeda;Saldo
0FISCPER;0COMPANY;CA_CINTER;CA_PRAZO;0CURKEY_GC;0CS_TRN_GC
062025;1022;30330771;1;BRL;83004825.14
062025;1022;30430107;1;BRL;97249762.75
062025;1022;30330771;1;BRL;-12616430.41
062025;1022;30915055;1;BRL;-12465437.66
062025;1022;30430107;1;BRL;-4347291.11
062025;1022;49930502;1;BRL;74486966.75
062025;1022;61180000;1;BRL;69764074.13
062025;1022;19910002;1;BRL;78698234.70
062025;1022;30915103;1;BRL;99699757.47
062025;1022;49930502;1;BRL;-84744737.43
062025;1022;30915103;1;BRL;74609097.02
062025;1022;30915158;1;BRL;84576974.81
062025;1022;30915158;1;BRL;9078452.13
062025;1022;11280008;1;BRL;-20959226.09
062025;1022;30915103;1;BRL;92266310.63
062025;1022;19910002;1;BRL;-64424132.95
062025;1022;11280008;1;BRL;-74145442.47
062025;1022;30915055;1;BRL;-67061778.04
062025;1022;49930502;1;BRL;43713981.97
062025;1022;13185709;1;BRL;9440836.93
062025;1022;30915103;1;BRL;-85748373.69
062025;1022;30430107;1;BRL;-24527777.05
062025;1022;61180000;1;BRL;3433104.07
062025;1022;11280008;1;BRL;77950090.21
062025;1022;61180000;1;BRL;-43246444.62
062025;1022;30915158;1;BRL;17143291.56
062025;1022;61180000;1;BRL;85426342.29
062025;1022;30430107;1;BRL;-68289866.43
062025;1022;61180000;1;BRL;49213586.08
062025;1022;30915055;1;BRL;43696980.40
062025;1022;49930502;1;BRL;-14342493.07
062025;1022;11280008;1;BRL;60065107.28
062025;1022;30915055;1;BRL;47288515.43
062025;1022;30915055;1;BRL;-60289489.63
062025;1022;30430107;1;BRL;34737303.23
062025;1022;13185709;1;BRL;87480238.48
062025;1022;30915103;1;BRL;-92190727.23
062025;1022;30915103;1;BRL;7732477.59
062025;1022;61170302;1;BRL;11768262.28
062025;1022;30915158;1;BRL;-95812955.61
062025;1022;19910002;1;BRL;-62105647.37
062025;1022;30430107;1;BRL;75723766.84
062025;1022;30330771;1;BRL;-28077047.88
062025;1022;30915158;1;BRL;73534977.21
062025;1022;61180000;1;BRL;36074602.42
062025;1022;61180000;1;BRL;41526496.47
062025;1022;49930502;1;BRL;-45605244.73
062025;1022;30915103;1;BRL;-13527721.07
062025;1022;30430107;1;BRL;-29179032.28
062025;1022;49930502;1;BRL;-48372521.95
062025;1022;19910002;1;BRL;-31200298.41
062025;1022;11280008;1;BRL;66100032.41
062025;1022;11280008;1;BRL;64215677.48
062025;1022;61180000;1;BRL;-8762676.84
062025;1022;19910002;1;BRL;-70698317.49
062025;1022;49930502;1;BRL;-67496228.49
062025;1022;30330771;1;BRL;-88134567.48
062025;1022;61180000;1;BRL;-58403520.37
062025;1022;11280008;1;BRL;38994423.74
062025;1022;61180000;1;BRL;-70577594.61
062025;1022;30430107;1;BRL;-26339301.27
062025;1022;49930502;1;BRL;7985908.79
062025;1022;49930502;1;BRL;-61543316.41
062025;1022;30915055;1;BRL;-41436462.66
062025;1022;30915158;1;BRL;82883133.77
062025;1022;13185709;1;BRL;23453770.28
062025;1022;61170302;1;BRL;60010431.83
062025;1022;61180000;1;BRL;97821418.19
062025;1022;30330771;1;BRL;-97580444.25
062025;1022;11280008;1;BRL;85121972.00
062025;1022;30915158;1;BRL;43164162.98
062025;1022;11280008;1;BRL;-95785445.02
062025;1022;61180000;1;BRL;-22031236.02
062025;1022;30915158;1;BRL;-39704503.06
062025;1022;30915055;1;BRL;-86191437.51
062025;1022;30430107;1;BRL;-45310264.52
062025;1022;61180000;1;BRL;44216942.79
062025;1022;13185709;1;BRL;28176911.87
062025;1022;11280008;1;BRL;-84847730.43
062025;1022;30330771;1;BRL;-62474336.86
062025;1022;30915158;1;BRL;36965297.18
062025;1022;61180000;1;BRL;-46079883.09
062025;1022;30915103;1;BRL;-56133307.05
062025;1022;30915158;1;BRL;21630928.62
062025;1022;61170302;1;BRL;13405783.62
062025;1022;30430107;1;BRL;-44918800.36
062025;1022;61180000;1;BRL;80353224.05
062025;1022;30430107;1;BRL;12613990.51
062025;1022;30330771;1;BRL;-13225765.63
062025;1022;61180000;1;BRL;39314665.68
062025;1022;30915103;1;BRL;85082440.35
062025;1022;13185709;1;BRL;-49084555.64
062025;1022;30330771;1;BRL;-14898292.97
062025;1022;30430107;1;BRL;-34956869.68
062025;1022;49930502;1;BRL;-56590331.45
062025;1022;30430107;1;BRL;70798402.62
062025;1022;30915158;1;BRL;-46883364.35
062025;1022;61180000;1;BRL;89760702.66
062025;1022;19910002;1;BRL;98266258.35
062025;1022;11280008;1;BRL;-49377749.34
062025;1022;13185709;1;BRL;-60841420.51
062025;1022;49930502;1;BRL;80823155.80
062025;1022;61170302;1;BRL;38058495.81
062025;1022;30915158;1;BRL;89140808.71
062025;1022;13185709;1;BRL;-14424996.69
062025;1022;13185709;1;BRL;79416501.38
062025;1022;30915158;1;BRL;-43402198.85
062025;1022;30915158;1;BRL;7044550.50
062025;1022;30915103;1;BRL;-11283247.11
062025;1022;19910002;1;BRL;-29403887.79
062025;1022;11280008;1;BRL;-53390222.08
062025;1022;30430107;1;BRL;-88337572.44
062025;1022;61180000;1;BRL;-11740523.03
062025;1022;30915055;1;BRL;-65854978.06
062025;1022;30915103;1;BRL;22947582.95
062025;1022;30915158;1;BRL;-41320457.09
062025;1022;61170302;1;BRL;49448576.45
062025;1022;30430107;1;BRL;9483550.87
062025;1022;61170302;1;BRL;-16226761.82
062025;1022;30430107;1;BRL;-1874474.00
062025;1022;30915158;1;BRL;-95015855.17
062025;1022;61180000;1;BRL;-77194999.89
062025;1022;30330771;1;BRL;17352409.61
062025;1022;30430107;1;BRL;-9905996.04
062025;1022;11280008;1;BRL;4510077.49
062025;1022;30915055;1;BRL;53475245.81
062025;1022;30330771;1;BRL;665613.30
062025;1022;11280008;1;BRL;36056065.09
062025;1022;30915158;1;BRL;-1639063.80
062025;1022;30430107;1;BRL;67223690.50
062025;1022;61180000;1;BRL;11904099.86
062025;1022;30915158;1;BRL;79326237.84
062025;1022;19910002;1;BRL;-12556681.98
062025;1022;30915055;1;BRL;-43030173.31
062025;1022;30430107;1;BRL;-89322940.29
062025;1022;13185709;1;BRL;-71611136.25
062025;1022;61170302;1;BRL;54411034.16
062025;1022;19910002;1;BRL;11060709.71
062025;1022;30430107;1;BRL;-70999353.70
062025;1022;11280008;1;BRL;62680088.31
062025;1022;61170302;1;BRL;78675501.45
062025;1022;19910002;1;BRL;-39395916.80
062025;1022;30430107;1;BRL;-44939619.54
062025;1022;61180000;1;BRL;27045228.19
062025;1022;30430107;1;BRL;90404956.95
062025;1022;30330771;1;BRL;-67602108.94
062025;1022;13185709;1;BRL;91761880.53
062025;1022;30915158;1;BRL;68364867.89
062025;1022;30915158;1;BRL;-4844070.26
062025;1022;30330771;1;BRL;-41392016.34
062025;1022;13185709;1;BRL;89057235.25
062025;1022;30330771;1;BRL;88197960.53
062025;1022;30915055;1;BRL;83504972.03
062025;1022;61180000;1;BRL;48441679.77
062025;1022;19910002;1;BRL;24312825.79
062025;1022;30915103;1;BRL;25075948.95
062025;1022;61170302;1;BRL;70962945.69
062025;1022;13185709;1;BRL;-64462387.74
062025;1022;30330771;1;BRL;12428038.19
062025;1022;49930502;1;BRL;-52145348.65
062025;1022;30430107;1;BRL;-20314079.18
062025;1022;30915158;1;BRL;-83218557.96
062025;1022;49930502;1;BRL;70085948.80
062025;1022;30915158;1;BRL;-3674042.55
062025;1022;13185709;1;BRL;30582176.94
062025;1022;30915103;1;BRL;15366495.23
062025;1022;30330771;1;BRL;-40034387.59
062025;1022;30915055;1;BRL;17924448.62
062025;1022;30430107;1;BRL;38182343.61
062025;1022;30915158;1;BRL;27601397.76
062025;1022;49930502;1;BRL;47989940.60
062025;1022;30915103;1;BRL;-21570720.67
062025;1022;30915103;1;BRL;40381643.04
062025;1022;11280008;1;BRL;54583919.71
062025;1022;11280008;1;BRL;62015563.90
062025;1022;30330771;1;BRL;-66468303.84
062025;1022;30915055;1;BRL;9231656.51
062025;1022;30330771;1;BRL;84144216.88
062025;1022;49930502;1;BRL;-18930131.52
062025;1022;30915055;1;BRL;-38920114.05
062025;1022;30430107;1;BRL;-62461800.82
062025;1022;49930502;1;BRL;59837970.59
062025;1022;30915055;1;BRL;-83638730.27
062025;1022;13185709;1;BRL;-47492847.59
062025;1022;61180000;1;BRL;-24620573.46
062025;1022;61180000;1;BRL;26403445.29
062025;1022;61170302;1;BRL;-76404132.75
062025;1022;49930502;1;BRL;-83450253.92
062025;1022;49930502;1;BRL;-74440372.06
062025;1022;30915158;1;BRL;74546548.79
062025;1022;30430107;1;BRL;-55984650.36
062025;1022;30915158;1;BRL;-80144288.88
062025;1022;30330771;1;BRL;-79914739.58
062025;1022;30430107;1;BRL;-62406107.35
062025;1022;11280008;1;BRL;-88627508.29
062025;1022;49930502;1;BRL;-28305493.92
062025;1022;30430107;1;BRL;-65534874.38
062025;1022;61170302;1;BRL;-62269578.10
062025;1022;13185709;1;BRL;-84346272.73
062025;1022;30915055;1;BRL;-49912330.43
062025;1022;30330771;1;BRL;79502504.64
062025;1022;49930502;1;BRL;26282654.13
062025;1022;13185709;1;BRL;-95569425.76
062025;1022;11280008;1;BRL;-3592428.48
062025;1022;61170302;1;BRL;31076095.12
062025;1022;30915055;1;BRL;82539875.01
062025;1022;30915055;1;BRL;77341879.61
062025;1022;30430107;1;BRL;-27036442.73
062025;1022;13185709;1;BRL;-27468119.82
062025;1022;61170302;1;BRL;-20005107.10
062025;1022;30915055;1;BRL;924302.29
062025;1022;11280008;1;BRL;86390680.35
062025;1022;30915158;1;BRL;63260283.15
062025;1022;13185709;1;BRL;-14280128.86
062025;1022;13185709;1;BRL;-85018098.41
062025;1022;30915103;1;BRL;-84538846.26
062025;1022;30430107;1;BRL;-6034585.65
062025;1022;30915103;1;BRL;74010971.53
062025;1022;30915055;1;BRL;22877736.82
062025;1022;30430107;1;BRL;76878833.37
062025;1022;49930502;1;BRL;-51685449.76
062025;1022;19910002;1;BRL;-23744791.00
062025;1022;30330771;1;BRL;-28816617.07
062025;1022;30330771;1;BRL;-95021926.43
062025;1022;30915055;1;BRL;-86504832.91
062025;1022;30915055;1;BRL;-98136819.30
062025;1022;30915103;1;BRL;-31402170.36
062025;1022;30330771;1;BRL;31956306.64
062025;1022;19910002;1;BRL;53964600.58
062025;1022;30915055;1;BRL;75264958.29
062025;1022;30915158;1;BRL;93407556.96
062025;1022;11280008;1;BRL;13489828.80
062025;1022;11280008;1;BRL;-47150288.97
062025;1022;61170302;1;BRL;95401988.42
