Período/Exercício;Sociedade;ContaInterna;Prazo;Moeda;Saldo
0FISCPER;0COMPANY;CA_CINTER;CA_PRAZO;0CURKEY_GC;0CS_TRN_GC
042024;1001;17621856;360;USD;-153484189,18
042024;1001;98347916;180;EUR;-10693281,13
042024;1001;21194058;1;EUR;461638983,42
042024;1001;70877776;60;EUR;-241043863,50
042024;1001;86153296;60;BRL;335690613,36
042024;1001;44821980;1;USD;-839150799,45
042024;1001;57128794;90;EUR;-436704183,17
042024;1001;74590520;180;EUR;548052227,16
042024;1001;10132192;90;EUR;498685711,83
042024;1001;39794680;180;USD;300283410,96
042024;1001;94223277;1;EUR;-918354038,09
042024;1001;98772246;180;EUR;-968134553,74
042024;1001;50822732;90;USD;876579849,89
042024;1001;62459809;60;EUR;-355698862,29
042024;1001;12789626;30;BRL;29890531,62
042024;1001;26950792;1;USD;985254703,65
042024;1001;26332247;30;USD;-606317297,41
042024;1001;34665143;60;USD;-909549592,52
042024;1001;34013528;30;EUR;624639723,62
042024;1001;10989154;60;USD;-802694171,72
042024;1001;34355951;90;EUR;369893786,42
042024;1001;15925835;360;BRL;545046217,37
042024;1001;55176716;360;BRL;852982596,80
042024;1001;94168560;90;EUR;-910672343,20
042024;1001;75635116;30;BRL;33959663,16
042024;1001;13647439;180;EUR;577391861,81
042024;1001;40590844;1;EUR;63155271,21
042024;1001;29932197;1;EUR;772908263,63
042024;1001;23702698;30;USD;-945473957,44
042024;1001;98200945;360;EUR;569067622,35
042024;1001;21759271;1;BRL;-302965411,39
042024;1001;43062948;90;USD;-344404214,64
042024;1001;63456085;30;USD;-426400728,47
042024;1001;76771737;360;EUR;-84368253,05
042024;1001;94129156;360;USD;200458432,48
042024;1001;18050255;1;USD;-808511159,86
042024;1001;54656616;60;USD;356363255,05
042024;1001;11247210;60;BRL;-719550817,16
042024;1001;40834409;180;EUR;-991508022,83
042024;1001;98597166;30;EUR;973473649,79
042024;1001;46113656;360;USD;773491241,13
042024;1001;94536777;90;USD;534512985,14
042024;1001;66301132;90;BRL;442201857,63
042024;1001;44541294;60;BRL;-799074838,96
042024;1001;10141924;180;USD;370904111,70
042024;1001;75185884;360;USD;-984536556,24
042024;1001;56300103;30;EUR;-745200293,23
042024;1001;36457019;60;EUR;-935398365,49
042024;1001;85274498;30;EUR;335526488,63
042024;1001;60370151;30;BRL;-137293172,99
042024;1001;27619573;90;BRL;25082177,89
042024;1001;85026426;90;USD;403125800,02
042024;1001;83982597;1;USD;517416647,07
042024;1001;29929066;180;USD;-898543451,86
042024;1001;36369832;60;EUR;655959386,30
042024;1001;19960243;1;BRL;-250784838,81
042024;1001;43319403;60;USD;-771102118,22
042024;1001;40556603;180;BRL;-363356253,05
042024;1001;28206963;90;EUR;-745812360,16
042024;1001;44914235;1;BRL;-438228538,38
042024;1001;38019415;90;BRL;6805146,96
042024;1001;88676722;60;EUR;-652386734,19
042024;1001;46877784;180;EUR;159956562,38
042024;1001;77374238;180;EUR;-51301642,89
042024;1001;40860769;90;USD;-783355539,93
042024;1001;49408157;180;EUR;734729787,52
042024;1001;32785515;360;BRL;-987804730,07
042024;1001;82197106;360;BRL;5371342,72
042024;1001;84057703;30;USD;-227143682,17
042024;1001;56649396;1;EUR;832622109,28
042024;1001;47954681;1;EUR;-295694845,52
042024;1001;73151592;180;USD;-112462568,02
042024;1001;43960053;30;BRL;902884256,97
042024;1001;71060188;1;USD;393134182,03
042024;1001;97871198;180;USD;81100479,11
042024;1001;53000432;30;BRL;-233685988,71
042024;1001;35512290;60;EUR;-743168978,10
042024;1001;78179278;60;EUR;-190083375,11
042024;1001;99079075;30;USD;174384700,95
042024;1001;87396258;360;USD;-788317146,24
042024;1001;94555198;1;EUR;-470692227,21
042024;1001;51285792;1;EUR;478878300,98
042024;1001;26991096;1;USD;773289788,15
042024;1001;94382870;60;USD;-775384410,18
042024;1001;47848647;60;USD;-680293357,70
042024;1001;53589237;60;BRL;371211391,71
042024;1001;62071224;360;BRL;207162877,19
042024;1001;98934837;60;EUR;-770818812,18
042024;1001;36828188;90;USD;-263685651,51
042024;1001;19445278;30;USD;-48245515,50
042024;1001;24595088;60;USD;94856740,92
042024;1001;89900276;60;BRL;-164447190,96
